order_id,student_id
00381574-209d-4d43-b242-da8c1c5558b5,d30a1d84-409c-4e61-8c1c-0b8407403fd5
009794a2-e5ae-448b-9477-29e161fa4e50,49b3b8ea-bbe8-44cd-98f5-7d58d3876322
03c2fd18-cfb3-4a9a-9ea9-aedcba860af8,a269d45b-096a-423c-b624-0edc2021dae1
050a987e-6cb2-4789-859e-aaadc946cc29,8ec12f2f-2fb8-48bf-9a6c-94c6d0120883
08904ffb-b352-4dc8-9ea8-ddff53d02939,e6bf0d06-619b-4e10-a8a6-53a61c54d49d
0a522075-4262-4825-af35-13b95190d52b,74663ba9-bb88-417f-9c7f-5bfd517f8ae8
0abe1840-4585-430a-9333-1fe6ac89865d,9cfe78f8-f4bf-40e5-811f-a5132eb9f046
0ce7659d-df5f-4881-9708-d0f46d9689fd,c5266865-f479-419d-87e5-3ddf0ad43212
0cff85f1-a2b4-4015-a0f1-66454f628de0,87710025-bdee-4923-9f73-821516c4f6fd
0dfc39fe-0fab-48d7-afe8-54d1ad48acd8,5b37d6b9-3922-4645-8ab5-e50cd1983889
0ee20fbf-3b40-491d-83ef-01dcd8988ada,28feac34-0a80-4db3-8273-91a588a83695
1229b299-e808-447f-a532-68a6c079908f,46809964-c373-49c8-b677-5990a67ffc34
1c671cca-312e-4c97-aff6-2be47d483277,84b61364-09e7-458c-8616-032e4416fa25
1ca8c1c7-9425-4452-a18b-538005390bc9,515c42fb-3de3-4ce0-81a2-fb7d9fb0e6ea
1d360361-8284-4a3b-b2cf-e0b20f64d03d,2f1e3082-c43a-455a-8a88-6b2fa882f592
1e07e8a4-3e00-4cb8-9423-818cfa27eecc,ba31e410-4438-408a-bbab-61bbf22a5623
1ee101c4-4eb1-41a8-b218-ca9a181d0617,be0ae67d-1d8b-44f8-9921-9135878ee45e
2116185e-5e0b-433f-88e3-decaabc37885,ddef77eb-bc3e-4c39-aca7-07228ad76da5
21dea2d2-095b-4322-a38f-7693bb4bba4f,2e85f94b-495f-4b3e-b993-5089c7ccd51d
22508e61-1b05-45fc-9dca-b13df9c1a4f6,140ce09e-f926-4494-8c12-da0d3a809b8d
22675ce5-8460-4676-b6e2-8a8a18622c36,4e5069ec-92da-4540-8783-79032b28b22a
232dac00-510f-4599-aac3-13818c390315,029cc6cc-9136-4320-9eee-e47348300260
23fd201a-0889-4c8f-9552-e788e5043389,6c5f4c0b-7153-499e-a2fc-cf7168527bc5
258f78c5-cecd-4acc-9730-a3cb3f8acaa1,3525716c-7189-43aa-92c0-37d58cbd2284
2597965f-61c1-4f5a-a6c3-f08c4441ed4c,53fee309-5464-4908-8b6c-8589bc5c2b93
25eea065-1538-455d-8c34-a7ea276c0a5b,e3122421-9492-43c3-98a5-1b0a4b80d0c5
27169b00-fbb4-4f89-939d-50a775a5acca,f4ed7071-4f90-40eb-8405-6d23af68da5c
2b7cbf17-6f2c-4c72-b134-9ea7132ea31b,d51c7594-e5cd-41f4-b4ec-7100327e76ee
2c93d5f1-3ef2-49b4-b629-d800410d2d17,420f796e-ad15-41e3-b932-97a2d664e34a
2d40b4eb-0c5d-4798-b12f-183b5934509b,a269d45b-096a-423c-b624-0edc2021dae1
2da01e61-9a49-433a-8469-785eaed81655,065aeefe-2231-47a8-8552-b64430730865
2e1e3ad7-abe2-40fc-94e9-6ac3d9bac348,e0b13e69-3186-4cd4-a276-ef42d1be03a3
31f77a46-8c61-4ef2-bcc3-05294a9779fa,7af1238e-4362-4cd7-9315-d812864f9421
34b89d7e-6b03-4d42-b95f-386a27e248cc,2954cfb8-833d-4160-a85f-a075b679fb60
34e2d11d-f434-45bf-a079-a51bbd8eb9dd,056bc9c6-90dd-494a-a268-503fc08347d8
37e11e47-9c00-48ef-a1ea-0a97d7922dab,c415b667-4f93-4a66-b552-640c39c7aa05
39a2a91e-4817-40b9-b458-931cf40fca69,54f092f9-486b-4553-8628-25d7bef9b3b8
39d7e02d-4fd6-4955-8fa2-b14bf23f5c3e,04f3f711-aecc-4841-993c-658a65e5a7ab
3b979b5b-d5f1-4ab2-a69d-77b34e0d3c6a,1fa99e8f-4552-44dc-a626-8a339732cd97
3c060993-3f9b-437c-914e-934cca58ddc3,eea5f4ef-1482-40de-9ce7-72d087784b7e
3d344fe9-271a-4d60-958e-2fca2e8b039c,2e6f34dd-7fbe-438d-95e4-e998d5ea2236
3f1d7191-22c7-433b-a89d-8c0afa695bbc,8684c922-2b24-4751-91f6-b52d987bcfb6
4085b536-86d3-4710-8bb6-63f444a172e5,4a3d7e1b-3b83-40af-9ff6-027b2a34da78
446e0c5b-ae28-44a7-bdea-b91e3c9c0792,d7f43998-becc-4e85-8c39-0638da7e06ac
44af4b5d-aaec-4ca6-9352-a53ca843cd5f,c7b2ce71-d713-41eb-b755-fb4a1b88b042
450a6b3a-3d27-4b52-a2c9-14874d5ebe86,17147f6e-b01d-4796-9835-f46431cbe14a
45357e4e-3948-4640-b1ea-1a14526959ef,2e6f34dd-7fbe-438d-95e4-e998d5ea2236
45f99481-d157-4faa-bfd5-d83ff2d7ac01,0bdd9ca2-a2e8-47b5-be98-ddeae463add2
47b2e8f7-0c4f-47dc-83d4-d56ff8c59ba8,ab8c87ee-256f-47a7-8d63-3a9b17cc560e
4981e363-7cff-494f-94ff-949a2fec7607,b4b7c829-ad43-4af1-a1e9-ddcedbbbf636
4b370570-9d2e-457c-809d-8c1f78198c6f,2eca9ba9-5819-43bb-9c3a-ea374cf99393
4d63ef30-0754-420e-969b-c9ffe0bf2fa9,c0487f15-166c-43af-bb47-287d05e5b57b
