order_id,student_id
03f39877-3bb9-4da9-8c9b-eff22cbf33dc,47d73d30-4055-4491-98e0-e9ed9936d27c
07028e6d-3ea9-4f34-bd8d-e772d548d215,0fea0e3f-8a88-429d-8f0a-6ab6da93ee4f
071fa870-e924-48ee-804c-a0a366dc3b61,5e5c8559-2cc8-4265-9c50-faf456b38e53
07ef219b-b3de-460c-bed1-60805bfcf803,1ede8beb-b9eb-47de-8b36-2384562660d6
0a361f8c-c38b-4057-b426-b9bf3a9ca71c,b06fb82b-d177-4a88-8bd4-589746cbf4cd
0b3934cc-e5e3-416c-b798-f380fc405d13,39423ff6-af92-4109-b935-5f31d9a19ccd
0c49e8d3-0f31-45b4-b84c-a9547bf17fa3,c0e9582d-1c20-4bdc-888e-d381c19b4bd5
0edcb1fe-7f58-4345-8d23-ffbc210c8d99,7963651c-ba68-40d5-97c6-4a6e7222e446
148864a7-c38b-4e53-a2a9-ab947c154666,527038ff-bacc-4bf7-ab5d-bb15aa078e95
1bef5820-adcd-418a-bf11-62662eb947f7,f61e3744-fc35-4a57-8e7b-8c8cc5d8a2e1
1d0e4038-779e-4277-99f0-da4ab3b50003,ef2b600f-d8db-4616-af0e-86ee2e1bd0c9
1d732579-aed6-4943-adc4-34ab87fabcf8,6855f1ad-36e6-4956-8010-793d712bc855
1d9e881f-0a90-4bc0-96c3-7fbd94513ccd,d08b7d94-51c4-492c-8e9a-30b5daa47afc
1ddfe2c4-d6f3-4a3e-bfd2-ff51adfdf602,14f3489a-d627-4ac4-9b9b-0323ce97c957
1fd74157-ea69-40c0-9096-57504afceddb,4acfae0e-da43-4556-b3ea-e883d31ce896
23818e1e-13fc-422e-aae2-f8d515d1a72c,81c8ad4b-835b-484e-b7a0-529d6c0a5bf5
2418b8c2-58c4-4258-9809-0206bd74749f,f0621538-7fef-4e46-b4ab-a4178fc6004c
24f7db69-9931-46e4-8233-802ecbd7e96a,188d9ce5-c2c8-465f-918c-7b6184e81898
254a9d0e-606f-4788-bb5b-dc6e0a7f3ec2,95357328-cc58-4ec5-98b9-7e9b0d221078
26afe5a4-6afd-49c6-8e10-03c6f99508be,96568a60-9b84-4412-905c-a46bbdc8d499
27e15ab1-6218-4684-8b05-8700fde01bba,9c0c9c45-42ca-486b-965a-fabe4ce35fd4
2b5b0b1b-bdab-46dd-be9d-2d982b376f81,0f2f1a1e-f2c0-4432-8530-6e3a2a8e9234
2bb4e044-f441-49ac-8702-14898f149f6e,5b945c3a-e8db-46dc-8855-cd0c9e5a7ddf
2e5909d2-45cc-41a0-8607-15c0104bdad3,908e9a0c-52be-486c-979f-c32a9ed4406a
2ed128b4-3fd5-4476-a3d4-7d93e4240228,7cb57760-e5a1-43e9-8fba-ea2a7c136373
2eddb48d-b176-421d-ba54-e063fdf7d391,18cbb0ff-27a4-4256-818f-23c8627c6c34
2f80bb40-4bb6-44d7-af60-96ea4ed3c8e8,4241c898-84a5-4301-ab74-45bdbecee90b
3068fe97-bee2-46f0-b8cc-05ce1731b62c,c9c500d6-fb8c-44ba-b2d5-b6e700efcbff
309fd298-cdc1-4d95-92a1-a501e7e7c223,95357328-cc58-4ec5-98b9-7e9b0d221078
31a83729-88e9-4dd4-bb47-b8adc59aa8ee,e3a97361-5538-48cc-aa70-d185452e5033
326fea01-b4af-450d-9c1c-a956f795e5ee,2e1d7259-05b1-40ea-a9e9-bcd2eadec6bb
32f8622a-1213-4c8e-a4ad-251d53e744cd,762760ec-e6b8-4a31-9f11-24234e19bb66
34689086-fbcd-40fb-aa6f-9f01ea44ab3c,8b0d47d9-fe5f-4e19-9949-0d1aebfe9630
34a5609d-d666-4f1b-8747-104cc2add5d2,31bd59b6-9178-4926-91d0-d9e1702d1db9
353f8488-1e4c-454d-8d4d-a6ff5c11c442,87602b2b-ee28-4726-9f02-8873db486be1
37f8b0b6-0db2-44ce-b91a-bb4e0d1cd82d,4fbf75c6-2826-459e-8a52-9c0f878613aa
38cf6b0e-c657-40e5-bdbe-93494ae274b8,bac56145-9d2d-422f-9b26-00e0cbe34d6f
39574296-8cab-4555-af49-0ff3665b9fa6,e87f0683-e340-4c47-aec7-04f08b00e43f
39dff7f3-dcb6-49bb-aede-58d9f9a98887,3c1fe611-ffde-48cf-b98c-4f713362cb1e
39f24c80-51bf-426f-855f-692bb554f5ed,6ead47e7-8380-4579-b55a-1f8894195524
3abbfd7f-7dee-4afd-900f-6fc5deae79d2,89e4f111-b5f4-4df8-9e81-da7786c130b3
3b82d3f6-9035-42a7-a18d-a5981a2ccd49,0689c7f7-784e-4ae1-8b06-4b5f05b8d4b0
3bc074a1-59e5-4e0c-9742-5ca88ec97b82,3b6d7fd4-0387-4e80-8e82-9a85f13c1983
3bd83efd-399b-43cd-989a-aefa5c1adee8,aec554b1-55e0-4cb2-a5d9-5c57b654dca7
